Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98496,-51554,-47059,98375,-66450,-27692,741,-15876,-99999,2642,13312,-99999,-3694,2939,-99999,-3664,3043,-99999,4428,13291,-99999,7367,13889,-99999,8204,14828,-99999,908,12516,-99999,2452,-15444,-99999,-18035,1389,-99999,-14145,1428,-99999,-14119,1264,-99999,2011,-15294,-99999,8352,15431,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98533,-49937,-48694,99337,-65336,-30425,-46276,-17356,-97514,95266,14733,-97494,-52804,1573,-97464,-52898,1678,-97465,96016,14711,-97493,94575,15318,-97490,94746,16273,-97486,97649,13927,-97497,-40438,-16947,-97510,-61126,23,-97445,-59288,60,-97446,-59301,-105,-97444,-40760,-16801,-97510,91385,16891,-97482,-99998,98730,-99998,98623,-99998,98639
100,99316,-48882,-50522,99949,-63972,-33036,-48911,-20281,-92603,97801,17538,-92546,-55223,-1126,-92457,-55055,-1018,-92459,97982,17516,-92543,96564,18142,-92532,96272,19129,-92522,98903,16714,-92555,-44287,-19917,-92594,-60517,-2676,-92400,-58824,-2641,-92401,-59069,-2810,-92395,-45395,-19777,-92591,95388,19774,-92509,-99664,98730,-99682,98623,-99683,98639
150,99820,-47862,-52263,99998,-62113,-35452,-51012,-23133,-87814,98883,20274,-87720,-56702,-3758,-87573,-56958,-3648,-87576,99003,20251,-87715,97829,20896,-87696,97299,21914,-87680,99624,19431,-87735,-46456,-22813,-87799,-59461,-5308,-87479,-57911,-5275,-87481,-58099,-5447,-87471,-47693,-22680,-87795,97074,22586,-87659,-98977,98481,-99021,98365,-99017,98377
200,99873,-46357,-53917,99746,-59923,-37742,-52844,-25914,-83143,99069,22941,-83012,-55959,-6324,-82810,-56260,-6211,-82814,99094,22919,-83006,97756,23581,-82980,97446,24629,-82958,99730,22080,-83033,-48176,-25636,-83122,-58336,-7874,-82680,-57025,-7843,-82683,-57271,-8018,-82668,-49390,-25510,-83116,97530,25327,-82929,-98259,98094,-98319,97966,-98305,97971
250,99999,-44913,-55570,99312,-57554,-39933,-54677,-28625,-78587,99419,25541,-78422,-55243,-8826,-78164,-55604,-8710,-78170,99559,25518,-78413,98507,26198,-78381,98052,27275,-78352,99977,24663,-78448,-49996,-28389,-78561,-57311,-10375,-77999,-56387,-10346,-78003,-56697,-10524,-77985,-51231,-28269,-78554,98293,28000,-78316,-97521,97827,-97595,97695,-97569,97699
300,99903,-43322,-57142,98727,-55029,-42045,-56356,-31267,-74144,99296,28074,-73944,-53995,-11263,-73633,-54375,-11145,-73640,99503,28051,-73934,98444,28748,-73895,98154,29854,-73860,99904,27179,-73976,-51658,-31071,-74112,-56327,-12812,-73434,-55836,-12785,-73439,-56260,-12966,-73416,-52797,-30958,-74103,98309,30604,-73816,-96763,97572,-96851,97438,-96814,97442
350,99894,-41763,-58740,98016,-52381,-44087,-58093,-33840,-69810,99491,30542,-69577,-52760,-13637,-69214,-53135,-13517,-69222,99783,30519,-69565,98921,31233,-69520,98609,32366,-69479,99999,29631,-69614,-53518,-33685,-69773,-55434,-15185,-68981,-55420,-15160,-68987,-55966,-15345,-68961,-54674,-33577,-69763,98892,33140,-69428,-95987,97320,-96089,97185,-96041,97189
400,99749,-40151,-60266,97172,-49607,-46059,-59707,-36347,-65584,99308,32946,-65318,-51365,-15949,-64904,-51742,-15826,-64913,99784,32922,-65304,99102,33652,-65252,98831,34813,-65206,99899,32018,-65360,-55220,-36230,-65541,-54585,-17496,-64639,-55003,-17473,-64645,-55664,-17661,-64615,-56247,-36129,-65530,98872,35611,-65148,-95194,97070,-95308,96933,-95250,96938
450,99659,-38549,-61825,96198,-46714,-47961,-61415,-38788,-61461,99465,35285,-61164,-49996,-18199,-60700,-50355,-18074,-60710,99930,35262,-61149,99302,36007,-61091,99137,37194,-61039,99908,34342,-61212,-57171,-38709,-61414,-53831,-19745,-60403,-54608,-19725,-60410,-55380,-19916,-60377,-58220,-38613,-61401,99373,38016,-60974,-94385,96821,-94507,96681,-94440,96686
