Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 25   A I-branch,SBUS B 25   B I-branch,SBUS C 25   C I-branch,TACS   PV001A I-branch,TACS   PV001X I-branch,TACS   PV001I I-branch,TACS   PV002A I-branch,TACS   PV002X I-branch,TACS   PV002I I-branch,TACS   PV003A I-branch,TACS   PV003X I-branch,TACS   PV003I I-branch,TACS   PV004A I-branch,TACS   PV004X I-branch,TACS   PV004I I-branch,TACS   PV005A I-branch,TACS   PV005X I-branch,TACS   PV005I I-branch,TACS   PV006A I-branch,TACS   PV006X I-branch,TACS   PV006I I-branch,TACS   PV007A I-branch,TACS   PV007X I-branch,TACS   PV007I I-branch,TACS   PV008A I-branch,TACS   PV008X I-branch,TACS   PV008I I-branch,TACS   PV009A I-branch,TACS   PV009X I-branch,TACS   PV009I I-branch,TACS   PV010A I-branch,TACS   PV010X I-branch,TACS   PV010I I-branch,TACS   PV011A I-branch,TACS   PV011X I-branch,TACS   PV011I I-branch,TACS   PV012A I-branch,TACS   PV012X I-branch,TACS   PV012I I-branch,TACS   PV013A I-branch,TACS   PV013X I-branch,TACS   PV013I I-branch,TACS   PV014A I-branch,TACS   PV014X I-branch,TACS   PV014I I-branch,TACS   PV001V I-branch,TACS   PV001W I-branch,TACS   PV009V I-branch,TACS   PV009W I-branch,TACS   PV013V I-branch,TACS   PV013W I-branch
0,98374,-50532,-48570,36813,-4453,-49459,531,-5010,-99999,5365,1956,-99999,-5054,3452,-99999,-5080,3282,-99999,8272,2083,-99999,12829,2952,-99999,14167,3961,-99999,2130,949,-99999,1161,-8344,-99999,-20534,3547,-99999,-16041,3446,-99999,-15935,3486,-99999,799,-8745,-99999,14178,5027,-99999,-99999,-99999,-99999,-99999,-99999,-99999
50,98380,-48905,-50193,36871,-4044,-50867,-48208,-6311,-97528,96030,3235,-97528,-19741,2172,-97528,-19787,2004,-97528,96379,3364,-97528,95187,4243,-97527,95475,5265,-97522,97671,2215,-97529,-43319,-9687,-97524,-60256,2266,-97527,-57889,2166,-97527,-57797,2206,-97527,-43603,-10092,-97523,92457,6345,-97516,-99998,98733,-99998,98604,-99998,98625
100,99368,-48127,-52084,36542,-3413,-52029,-51042,-8881,-92645,98803,5762,-92646,-20916,-356,-92646,-20943,-520,-92646,98516,5893,-92646,97296,6795,-92644,97109,7841,-92629,99146,4717,-92648,-47205,-12338,-92634,-59704,-265,-92644,-57483,-362,-92644,-57574,-323,-92643,-48293,-12754,-92632,96607,8948,-92610,-99654,98733,-99666,98604,-99667,98625
150,99999,-47265,-53912,35574,-2361,-52756,-53386,-11387,-87883,99998,8226,-87885,-21589,-2822,-87884,-21750,-2981,-87884,99622,8360,-87885,98560,9282,-87881,98176,10353,-87857,99998,7157,-87888,-49386,-14924,-87864,-58706,-2732,-87880,-56630,-2827,-87881,-56647,-2790,-87880,-50628,-15350,-87861,98509,11486,-87824,-98945,98483,-98971,98347,-98970,98363
200,99863,-45592,-55541,34351,-1104,-53224,-55127,-13831,-83238,99729,10628,-83241,-21117,-5225,-83240,-21263,-5381,-83240,99373,10766,-83241,98166,11708,-83236,98035,12803,-83203,99833,9536,-83245,-50875,-17446,-83213,-57583,-5139,-83235,-55737,-5231,-83235,-55836,-5194,-83234,-52041,-17880,-83209,98372,13962,-83158,-98203,98094,-98234,97951,-98224,97960
250,99906,-44097,-57156,33060,205,-53572,-56859,-16213,-78708,99870,12970,-78712,-20795,-7569,-78710,-20955,-7720,-78711,99702,13110,-78712,98818,14072,-78706,98504,15190,-78663,99956,11855,-78717,-52614,-19904,-78676,-56597,-7484,-78704,-55144,-7574,-78705,-55325,-7538,-78703,-53807,-20347,-78671,98835,16374,-78606,-97439,97827,-97478,97682,-97457,97690
300,99725,-42410,-58691,31694,1571,-53842,-58416,-18535,-74290,99624,15252,-74295,-20262,-9852,-74293,-20410,-10000,-74293,99526,15395,-74294,98603,16376,-74288,98491,17516,-74236,99783,14114,-74301,-54183,-22299,-74251,-55646,-9769,-74285,-54634,-9857,-74286,-54953,-9822,-74284,-55278,-22752,-74245,98693,18725,-74167,-96658,97574,-96703,97428,-96673,97436
350,99712,-40869,-60266,30246,2988,-54034,-60095,-20796,-69981,99814,17475,-69986,-19869,-12075,-69984,-20016,-12220,-69985,99799,17620,-69986,99088,18621,-69978,98915,19782,-69918,99871,16315,-69994,-56015,-24633,-69936,-54815,-11994,-69976,-54295,-12080,-69976,-54737,-12046,-69975,-57136,-25094,-69929,99183,21015,-69837,-95860,97324,-95912,97177,-95873,97185
400,99560,-39240,-61779,28682,4479,-54131,-61661,-22999,-65778,99656,19639,-65784,-19387,-14241,-65782,-19527,-14382,-65783,99803,19787,-65784,99238,20806,-65775,99118,21989,-65707,99777,18458,-65793,-57661,-26906,-65727,-54023,-14161,-65772,-53949,-14246,-65773,-54514,-14213,-65771,-58662,-27375,-65719,99176,23246,-65614,-95048,97076,-95102,96927,-95055,96936
450,99462,-37650,-63323,27007,6038,-54123,-63330,-25144,-61679,99810,21746,-61686,-18964,-16348,-61684,-19099,-16486,-61685,99917,21897,-61686,99384,22934,-61676,99364,24138,-61599,99774,20545,-61696,-59578,-29119,-61622,-53332,-16270,-61673,-53630,-16353,-61673,-54306,-16321,-61671,-60601,-29597,-61613,99583,25417,-61496,-94219,96829,-94274,96676,-94219,96686
