        38,          1850,   34275,   64216,  -98495,   13353,   -1898,  -15146,    2136,   -8262,    6884,  -90060,   19946,   60228,   94892,  -14896,   99314,   94892,    6377,   99314,  -90060,   19764,   60228,   94892,  -14898,   99314
        39,          1900,   32498,   65650,  -98151,   13185,   -1703,  -15187,    2136,   -8262,    6884,  -90250,   21933,   60477,   94982,  -13517,   99334,   94982,    8100,   99334,  -90250,   21748,   60477,   94982,  -13520,   99334
        40,          1950,   30710,   67060,  -97773,   13016,   -1512,  -15224,    2136,   -8262,    6884,  -90459,   23871,   60774,   95070,  -12174,   99354,   95070,    9779,   99354,  -90459,   23683,   60774,   95070,  -12176,   99354
        41,          2000,   28911,   68446,  -97360,   12847,   -1323,  -15257,    2136,   -8262,    6884,  -90685,   25761,   61126,   95157,  -10866,   99375,   95157,   11415,   99375,  -90685,   25570,   61126,   95157,  -10868,   99375
        42,          2050,   27101,   69808,  -96913,   12676,   -1136,  -15287,    2136,   -8262,    6884,  -90928,   27604,   61544,   95242,   -9591,   99395,   95242,   13008,   99395,  -90928,   27411,   61544,   95242,   -9593,   99395
        43,          2100,   25282,   71145,  -96431,   12504,    -953,  -15313,    2136,   -8262,    6884,  -91184,   29402,   62037,   95327,   -8350,   99416,   95327,   14560,   99416,  -91184,   29206,   62037,   95327,   -8352,   99416
        44,          2150,   23454,   72457,  -95914,   12331,    -771,  -15335,    2136,   -8262,    6884,  -91450,   31156,   62620,   95410,   -7140,   99437,   95410,   16072,   99437,  -91450,   30957,   62620,   95410,   -7142,   99437
        45,          2200,   21617,   73743,  -95364,   12157,    -593,  -15353,    2136,   -8262,    6884,  -91724,   32866,   63310,   95492,   -5962,   99457,   95492,   17544,   99457,  -91724,   32664,   63310,   95492,   -5964,   99457
        46,          2250,   19773,   75003,  -94780,   11982,    -417,  -15368,    2136,   -8262,    6884,  -92001,   34534,   64130,   95573,   -4814,   99478,   95573,   18979,   99478,  -92001,   34330,   64130,   95573,   -4817,   99478
        47,          2300,   17922,   76237,  -94162,   11805,    -243,  -15378,    2136,   -8262,    6884,  -92274,   36161,   65107,   95653,   -3697,   99498,   95653,   20376,   99498,  -92274,   35954,   65107,   95653,   -3699,   99498
        48,          2350,   16064,   77443,  -93511,   11627,     -72,  -15384,    2136,   -8262,    6884,  -92534,   37748,   66274,   95731,   -2608,   99519,   95731,   21737,   99519,  -92534,   37538,   66274,   95731,   -2610,   99519
        49,          2400,   14201,   78622,  -92826,   11447,      96,  -15386,    2136,   -8262,    6884,  -92770,   39295,   67671,   95809,   -1547,   99539,   95809,   23063,   99539,  -92770,   39084,   67671,   95809,   -1550,   99539
        50,          2450,   12333,   79772,  -92109,   11266,     262,  -15384,    2136,   -8262,    6884,  -92965,   40804,   69343,   95886,    -514,   99559,   95886,   24354,   99559,  -92965,   40591,   69343,   95886,    -517,   99559
        51,          2500,   10460,   80895,  -91358,   11084,     424,  -15377,    2136,   -8262,    6884,  -93098,   42276,   71332,   95962,     492,   99579,   95962,   25612,   99579,  -93098,   42060,   71332,   95962,     489,   99579
        52,          2550,    8584,   81988,  -90576,   10900,     583,  -15366,    2136,   -8262,    6884,  -93141,   43712,   73658,   96037,    1472,   99598,   96037,   26837,   99598,  -93141,   43494,   73658,   96037,    1469,   99598
        53,          2600,    6704,   83053,  -89761,   10716,     739,  -15350,    2136,   -8262,    6884,  -93064,   45112,   76297,   96111,    2426,   99618,   96111,   28030,   99618,  -93064,   44892,   76297,   96111,    2424,   99618
        54,          2650,    4823,   84088,  -88914,   10530,     892,  -15329,    2136,   -8262,    6884,  -92840,   46478,   79151,   96184,    3356,   99637,   96184,   29192,   99637,  -92840,   46255,   79151,   96184,    3353,   99637
        55,          2700,    2939,   85093,  -88036,   10342,    1041,  -15304,    2136,   -8262,    6884,  -92457,   47810,   82050,   96257,    4261,   99656,   96257,   30323,   99656,  -92457,   47585,   82050,   96257,    4259,   99656
        56,          2750,    1054,   86068,  -87126,   10153,    1188,  -15273,    2136,   -8262,    6884,  -91927,   49109,   84802,   96329,    5143,   99674,   96329,   31425,   99674,  -91927,   48882,   84802,   96329,    5140,   99674
        57,          2800,    -830,   87012,  -86185,    9963,    1331,  -15238,    2136,   -8262,    6884,  -91279,   50376,   87262,   96400,    6002,   99692,   96400,   32499,   99692,  -91279,   50148,   87262,   96400,    5999,   99692
        58,          2850,   -2715,   87926,  -85214,    9770,    1472,  -15198,    2136,   -8262,    6884,  -90551,   51611,   89371,   96470,    6838,   99710,   96470,   33544,   99710,  -90551,   51381,   89371,   96470,    6835,   99710
        59,          2900,   -4599,   88808,  -84213,    9575,    1609,  -15153,    2136,   -8262,    6884,  -89770,   52817,   91143,   96540,    7652,   99727,   96540,   34562,   99727,  -89770,   52585,   91143,   96540,    7650,   99727
        60,          2950,   -6481,   89659,  -83181,    9378,    1744,  -15103,    2136,   -8262,    6884,  -88953,   53992,   92623,   96609,    8445,   99743,   96609,   35553,   99743,  -88953,   53758,   92623,   96609,    8443,   99743
        61,          3000,   -8360,   90477,  -82120,    9180,    1876,  -15048,    2136,   -8262,    6884,  -88110,   55138,   93864,   96677,    9218,   99759,   96677,   36519,   99759,  -88110,   54903,   93864,   96677,    9215,   99759
        62,          3050,  -10237,   91264,  -81030,    8980,    2004,  -14988,    2136,   -8262,    6884,  -87242,   56256,   94909,   96744,    9970,   99775,   96744,   37459,   99775,  -87242,   56019,   94909,   96744,    9967,   99775
        63,          3100,  -12110,   92018,  -79911,    8779,    2129,  -14924,    2136,   -8262,    6884,  -86350,   57347,   95793,   96811,   10702,   99790,   96811,   38374,   99790,  -86350,   57108,   95793,   96811,   10699,   99790
        64,          3150,  -13979,   92740,  -78764,    8576,    2250,  -14854,    2136,   -8262,    6884,  -85436,   58410,   96542,   96876,   11415,   99804,   96876,   39265,   99804,  -85436,   58170,   96542,   96876,   11412,   99804
        65,          3200,  -15843,   93428,  -77589,    8372,    2368,  -14779,    2136,   -8262,    6884,  -84500,   59448,   97178,   96942,   12109,   99818,   96942,   40133,   99818,  -84500,   59206,   97178,   96942,   12106,   99818
        66,          3250,  -17701,   94084,  -76386,    8166,    2483,  -14699,    2136,   -8262,    6884,  -83543,   60459,   97718,   97006,   12785,   99831,   97006,   40978,   99831,  -83543,   60216,   97718,   97006,   12782,   99831
        67,          3300,  -19553,   94706,  -75156,    7959,    2594,  -14615,    2136,   -8262,    6884,  -82567,   61446,   98175,   97069,   13443,   99844,   97069,   41801,   99844,  -82567,   61201,   98175,   97069,   13441,   99844
        68,          3350,  -21398,   95294,  -73899,    7751,    2703,  -14526,    2136,   -8262,    6884,  -81571,   62408,   98561,   97132,   14084,   99856,   97132,   42602,   99856,  -81571,   62162,   98561,   97132,   14081,   99856
        69,          3400,  -23235,   95848,  -72616,    7542,    2807,  -14432,    2136,   -8262,    6884,  -80558,   63347,   98885,   97194,   14708,   99868,   97194,   43382,   99868,  -80558,   63099,   98885,   97194,   14705,   99868
        70,          3450,  -25065,   96369,  -71308,    7331,    2909,  -14334,    2136,   -8262,    6884,  -79529,   64262,   99155,   97255,   15316,   99879,   97255,   44141,   99879,  -79529,   64013,   99155,   97255,   15313,   99879
        71,          3500,  -26885,   96855,  -69973,    7120,    3007,  -14231,    2136,   -8262,    6884,  -78484,   65155,   99377,   97315,   15907,   99889,   97315,   44880,   99889,  -78484,   64905,   99377,   97315,   15904,   99889
        72,          3550,  -28695,   97306,  -68614,    6907,    3102,  -14123,    2136,   -8262,    6884,  -77425,   66026,   99558,   97374,   16483,   99899,   97374,   45600,   99899,  -77425,   65774,   99558,   97374,   16480,   99899
        73,          3600,  -30496,   97724,  -67231,    6693,    3194,  -14011,    2136,   -8262,    6884,  -76353,   66875,   99702,   97433,   17043,   99909,   97433,   46300,   99909,  -76353,   66622,   99702,   97433,   17040,   99909
        74,          3650,  -32285,   98106,  -65824,    6478,    3283,  -13895,    2136,   -8262,    6884,  -75268,   67704,   99814,   97490,   17589,   99918,   97490,   46983,   99918,  -75268,   67449,   99814,   97490,   17586,   99918
        75,          3700,  -34064,   98454,  -64393,    6261,    3369,  -13775,    2136,   -8262,    6884,  -74172,   68511,   99896,   97547,   18120,   99926,   97547,   47647,   99926,  -74172,   68256,   99896,   97547,   18117,   99926
        76,          3750,  -35830,   98766,  -62940,    6044,    3451,  -13650,    2136,   -8262,    6884,  -73066,   69299,   99952,   97602,   18637,   99934,   97602,   48293,   99934,  -73066,   69042,   99952,   97602,   18634,   99934
        77,          3800,  -37583,   99044,  -61464,    5827,    3531,  -13521,    2136,   -8262,    6884,  -71951,   70068,   99986,   97657,   19141,   99941,   97657,   48922,   99941,  -71951,   69810,   99986,   97657,   19138,   99941
        78,          3850,  -39323,   99286,  -59966,    5608,    3607,  -13388,    2136,   -8262,    6884,  -70828,   70817,   99999,   97710,   19631,   99948,   97710,   49535,   99948,  -70828,   70558,   99999,   97710,   19628,   99948
        79,          3900,  -41049,   99493,  -58447,    5389,    3680,  -13251,    2136,   -8262,    6884,  -69698,   71548,   99993,   97763,   20108,   99954,   97763,   50131,   99954,  -69698,   71288,   99993,   97763,   20105,   99954
        80,          3950,  -42760,   99664,  -56907,    5169,    3750,  -13110,    2136,   -8262,    6884,  -68561,   72261,   99970,   97814,   20572,   99960,   97814,   50711,   99960,  -68561,   72000,   99970,   97814,   20569,   99960
        81,          4000,  -44457,   99801,  -55347,    4948,    3816,  -12965,    2136,   -8262,    6884,  -67418,   72956,   99932,   97865,   21024,   99965,   97865,   51276,   99965,  -67418,   72694,   99932,   97865,   21021,   99965
        82,          4050,  -46137,   99901,  -53768,    4727,    3880,  -12817,    2136,   -8262,    6884,  -66271,   73634,   99881,   97915,   21464,   99970,   97915,   51826,   99970,  -66271,   73371,   99881,   97915,   21461,   99970
        83,          4100,  -47801,   99967,  -52169,    4506,    3939,  -12664,    2136,   -8262,    6884,  -65120,   74296,   99817,   97963,   21892,   99974,   97963,   52361,   99974,  -65120,   74031,   99817,   97963,   21889,   99974
        84,          4150,  -49448,   99997,  -50552,    4285,    3996,  -12508,    2136,   -8262,    6884,  -63966,   74941,   99742,   98011,   22309,   99978,   98011,   52882,   99978,  -63966,   74675,   99742,   98011,   22306,   99978
        85,          4200,  -51078,   99991,  -48917,    4064,    4048,  -12348,    2136,   -8262,    6884,  -62809,   75570,   99657,   98057,   22715,   99982,   98057,   53390,   99982,  -62809,   75304,   99657,   98057,   22712,   99982
        86,          4250,  -52689,   99950,  -47264,    3843,    4097,  -12184,    2136,   -8262,    6884,  -61651,   76184,   99563,   98103,   23110,   99985,   98103,   53883,   99985,  -61651,   75916,   99563,   98103,   23107,   99985
        87,          4300,  -54282,   99873,  -45594,    3622,    4142,  -12016,    2136,   -8262,    6884,  -60492,   76782,   99460,   98148,   23494,   99988,   98148,   54364,   99988,  -60492,   76514,   99460,   98148,   23491,   99988
        88,          4350,  -55855,   99760,  -43909,    3402,    4184,  -11845,    2136,   -8262,    6884,  -59333,   77366,   99350,   98192,   23868,   99991,   98192,   54831,   99991,  -59333,   77097,   99350,   98192,   23865,   99991
        89,          4400,  -57408,   99613,  -42208,    3182,    4221,  -11670,    2136,   -8262,    6884,  -58174,   77935,   99233,   98235,   24232,   99993,   98235,   55286,   99993,  -58174,   77665,   99233,   98235,   24229,   99993
        90,          4450,  -58941,   99430,  -40491,    2962,    4255,  -11491,    2136,   -8262,    6884,  -57017,   78490,   99109,   98278,   24587,   99994,   98278,   55729,   99994,  -57017,   78219,   99109,   98278,   24584,   99994
        91,          4500,  -60454,   99211,  -38761,    2743,    4284,  -11309,    2136,   -8262,    6884,  -55861,   79032,   98980,   98319,   24932,   99996,   98319,   56160,   99996,  -55861,   78760,   98980,   98319,   24928,   99996
        92,          4550,  -61944,   98958,  -37016,    2526,    4310,  -11123,    2136,   -8262,    6884,  -54707,   79560,   98846,   98360,   25267,   99997,   98360,   56580,   99997,  -54707,   79287,   98846,   98360,   25264,   99997
        93,          4600,  -63413,   98669,  -35259,    2309,    4331,  -10934,    2136,   -8262,    6884,  -53557,   80075,   98706,   98400,   25594,   99998,   98400,   56988,   99998,  -53557,   79802,   98706,   98400,   25591,   99998
        94,          4650,  -64859,   98345,  -33489,    2092,    4348,  -10741,    2136,   -8262,    6884,  -52411,   80577,   98563,   98439,   25912,   99998,   98439,   57386,   99998,  -52411,   80303,   98563,   98439,   25909,   99998
        95,          4700,  -66282,   97986,  -31707,    1878,    4360,  -10544,    2136,   -8262,    6884,  -51268,   81067,   98415,   98478,   26221,   99999,   98478,   57773,   99999,  -51268,   80792,   98415,   98478,   26218,   99999
        96,          4750,  -67682,   97592,  -29914,    1664,    4368,  -10345,    2136,   -8262,    6884,  -50130,   81545,   98264,   98516,   26522,   99998,   98516,   58149,   99998,  -50130,   81270,   98264,   98516,   26519,   99998
        97,          4800,  -69057,   97164,  -28110,    1451,    4372,  -10141,    2136,   -8262,    6884,  -48998,   82011,   98109,   98553,   26816,   99998,   98553,   58515,   99998,  -48998,   81735,   98109,   98553,   26812,   99998
        98,          4850,  -70408,   96701,  -26296,    1240,    4371,   -9935,    2136,   -8262,    6884,  -47872,   82466,   97951,   98590,   27101,   99997,   98590,   58872,   99997,  -47872,   82189,   97951,   98590,   27098,   99997
        99,          4900,  -71734,   96204,  -24473,    1031,    4366,   -9725,    2136,   -8262,    6884,  -46752,   82909,   97791,   98625,   27378,   99996,   98625,   59219,   99996,  -46752,   82631,   97791,   98625,   27375,   99996
       100,          4950,  -73035,   95673,  -22641,     822,    4357,   -9512,    2136,   -8262,    6884,  -45639,   83341,   97628,   98661,   27648,   99995,   98661,   59556,   99995,  -45639,   83063,   97628,   98661,   27645,   99995
       101,          5000,  -74309,   95108,  -20801,     616,    4342,   -9296,    2136,   -8262,    6884,  -44533,   83763,   97463,   98695,   27911,   99994,   98695,   59885,   99994,  -44533,   83484,   97463,   98695,   27908,   99994
       102,          5050,  -75557,   94508,  -18954,     411,    4324,   -9076,    2136,   -8262,    6884,  -43436,   84174,   97296,   98729,   28167,   99992,   98729,   60204,   99992,  -43436,   83895,   97296,   98729,   28164,   99992
       103,          5100,  -76779,   93876,  -17100,     208,    4300,   -8854,    2136,   -8262,    6884,  -42346,   84576,   97127,   98763,   28416,   99990,   98763,   60515,   99990,  -42346,   84295,   97127,   98763,   28412,   99990
       104,          5150,  -77973,   93210,  -15240,       6,    4273,   -8628,    2136,   -8262,    6884,  -41266,   84967,   96956,   98795,   28658,   99987,   98795,   60818,   99987,  -41266,   84686,   96956,   98795,   28654,   99987
       105,          5200,  -79139,   92510,  -13374,    -194,    4241,   -8400,    2136,   -8262,    6884,  -40195,   85348,   96784,   98828,   28893,   99985,   98828,   61112,   99985,  -40195,   85067,   96784,   98828,   28890,   99985
       106,          5250,  -80277,   91778,  -11504,    -392,    4204,   -8168,    2136,   -8262,    6884,  -39134,   85721,   96611,   98859,   29122,   99982,   98859,   61399,   99982,  -39134,   85439,   96611,   98859,   29119,   99982
       107,          5300,  -81387,   91014,   -9630,    -588,    4164,   -7934,    2136,   -8262,    6884,  -38083,   86083,   96436,   98890,   29345,   99979,   98890,   61678,   99979,  -38083,   85801,   96436,   98890,   29342,   99979
       108,          5350,  -82467,   90217,   -7752,    -782,    4118,   -7697,    2136,   -8262,    6884,  -37042,   86438,   96261,   98920,   29562,   99976,   98920,   61949,   99976,  -37042,   86155,   96261,   98920,   29559,   99976
       109,          5400,  -83519,   89388,   -5871,    -974,    4069,   -7458,    2136,   -8262,    6884,  -36013,   86783,   96084,   98949,   29774,   99972,   98949,   62213,   99972,  -36013,   86499,   96084,   98949,   29770,   99972
       110,          5450,  -84541,   88527,   -3989,   -1165,    4016,   -7216,    2136,   -8262,    6884,  -34995,   87120,   95907,   98978,   29979,   99968,   98978,   62470,   99968,  -34995,   86836,   95907,   98978,   29976,   99968
       111,          5500,  -85532,   87634,   -2105,   -1353,    3958,   -6972,    2136,   -8262,    6884,  -33989,   87448,   95729,   99006,   30179,   99964,   99006,   62719,   99964,  -33989,   87163,   95729,   99006,   30176,   99964
       112,          5550,  -86494,   86711,    -220,   -1539,    3896,   -6725,    2136,   -8262,    6884,  -32995,   87768,   95551,   99034,   30373,   99960,   99034,   62962,   99960,  -32995,   87483,   95551,   99034,   30370,   99960
       113,          5600,  -87424,   85757,    1665,   -1724,    3831,   -6477,    2136,   -8262,    6884,  -32013,   88081,   95372,   99060,   30562,   99956,   99060,   63199,   99956,  -32013,   87795,   95372,   99060,   30559,   99956
       114,          5650,  -88324,   84772,    3549,   -1906,    3761,   -6226,    2136,   -8262,    6884,  -31045,   88385,   95193,   99086,   30746,   99951,   99086,   63429,   99951,  -31045,   88099,   95193,   99086,   30743,   99951
       115,          5700,  -89192,   83757,    5432,   -2086,    3687,   -5973,    2136,   -8262,    6884,  -30089,   88683,   95014,   99112,   30926,   99946,   99112,   63653,   99946,  -30089,   88396,   95014,   99112,   30922,   99946
       116,          5750,  -90028,   82713,    7313,   -2263,    3610,   -5718,    2136,   -8262,    6884,  -29147,   88972,   94835,   99136,   31100,   99941,   99136,   63870,   99941,  -29147,   88686,   94835,   99136,   31096,   99941
       117,          5800,  -90833,   81639,    9192,   -2439,    3529,   -5462,    2136,   -8262,    6884,  -28219,   89255,   94656,   99160,   31269,   99936,   99160,   64082,   99936,  -28219,   88968,   94656,   99160,   31266,   99936
       118,          5850,  -91605,   80536,   11067,   -2612,    3444,   -5204,    2136,   -8262,    6884,  -27306,   89531,   94476,   99183,   31434,   99931,   99183,   64288,   99931,  -27306,   89243,   94476,   99183,   31431,   99931
       119,          5900,  -92345,   79404,   12938,   -2783,    3356,   -4944,    2136,   -8262,    6884,  -26406,   89800,   94297,   99206,   31595,   99926,   99206,   64489,   99926,  -26406,   89512,   94297,   99206,   31591,   99926
       120,          5950,  -93052,   78244,   14805,   -2951,    3264,   -4683,    2136,   -8262,    6884,  -25521,   90062,   94118,   99227,   31751,   99921,   99227,   64684,   99921,  -25521,   89773,   94118,   99227,   31747,   99921
       121,          6000,  -93725,   77057,   16666,   -3117,    3168,   -4421,    2136,   -8262,    6884,  -24651,   90318,   93940,   99248,   31903,   99915,   99248,   64874,   99915,  -24651,   90029,   93940,   99248,   31899,   99915
       122,          6050,  -94366,   75842,   18522,   -3280,    3069,   -4157,    2136,   -8262,    6884,  -23797,   90567,   93761,   99269,   32050,   99910,   99269,   65059,   99910,  -23797,   90278,   93761,   99269,   32047,   99910
       123,          6100,  -94973,   74600,   20371,   -3441,    2966,   -3893,    2136,   -8262,    6884,  -22957,   90810,   93583,   99288,   32194,   99904,   99288,   65238,   99904,  -22957,   90521,   93583,   99288,   32191,   99904
       124,          6150,  -95546,   73331,   22212,   -3599,    2860,   -3627,    2136,   -8262,    6884,  -22134,   91048,   93406,   99307,   32334,   99898,   99307,   65413,   99898,  -22134,   90758,   93406,   99307,   32331,   99898
       125,          6200,  -96085,   72037,   24046,   -3755,    2751,   -3360,    2136,   -8262,    6884,  -21326,   91279,   93229,   99326,   32470,   99893,   99326,   65584,   99893,  -21326,   90989,   93229,   99326,   32467,   99893
       126,          6250,  -96590,   70717,   25871,   -3908,    2638,   -3093,    2136,   -8262,    6884,  -20534,   91505,   93053,   99344,   32603,   99887,   99344,   65749,   99887,  -20534,   91214,   93053,   99344,   32599,   99887
       127,          6300,  -97061,   69372,   27687,   -4057,    2522,   -2824,    2136,   -8262,    6884,  -19758,   91725,   92877,   99361,   32732,   99882,   99361,   65910,   99882,  -19758,   91434,   92877,   99361,   32728,   99882
