Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 1    A I-branch,SBUS B 1    B I-branch,SBUS C 1    C I-branch,FAULTA        I-branch,FAULTB        I-branch,FAULTC        I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   PV003V I-branch,TACS   PV003I I-branch,TACS   PV003W I-branch,TACS   PV004V I-branch,TACS   PV004I I-branch,TACS   PV004W I-branch,TACS   PV005V I-branch,TACS   PV005I I-branch,TACS   PV005W I-branch,TACS   PV006V I-branch,TACS   PV006I I-branch,TACS   PV006W I-branch,TACS   PV007V I-branch,TACS   PV007I I-branch,TACS   PV007W I-branch,TACS   PV008V I-branch,TACS   PV008I I-branch,TACS   PV008W I-branch
2000,72904,22821,-95728,99181,-40383,-55217,0,0,0,83589,28853,20517,83727,28831,20299,83636,28478,21413,83528,28663,20939,84043,27892,21411,83793,28306,21316,83108,29749,20122,84416,27486,21346
2050,71601,24652,-96256,98938,-38583,-56745,0,0,0,83748,30730,19030,83884,30707,18822,83791,30355,19931,83682,30542,19453,84190,29764,19922,83945,30181,19829,83274,31632,18651,84559,29355,19850
2100,70273,26475,-96750,98664,-36771,-58254,0,0,0,83915,32556,17557,84049,32532,17360,83955,32180,18464,83845,32370,17980,84345,31587,18447,84104,32006,18356,83448,33464,17195,84710,31173,18368
2150,68919,28287,-97209,98358,-34949,-59745,0,0,0,84089,34331,16099,84221,34307,15913,84126,33956,17011,84015,34148,16522,84508,33359,16985,84272,33781,16897,83630,35245,15754,84869,32942,16900
2200,67541,30090,-97634,98020,-33116,-61216,0,0,0,84270,36059,14654,84401,36034,14480,84304,35683,15570,84192,35878,15077,84679,35084,15536,84448,35508,15450,83818,36978,14327,85036,34663,15445
2250,66139,31882,-98025,97651,-31274,-62666,0,0,0,84458,37738,13222,84587,37713,13060,84490,37362,14141,84377,37560,13644,84857,36761,14100,84630,37187,14016,84014,38662,12914,85210,36337,14002
2300,64714,33663,-98380,97249,-29422,-64096,0,0,0,84653,39371,11802,84780,39346,11652,84682,38995,12724,84569,39195,12223,85043,38392,12675,84820,38819,12593,84215,40300,11513,85391,37965,12570
2350,63265,35432,-98700,96817,-27562,-65505,0,0,0,84854,40958,10394,84979,40933,10256,84881,40583,11319,84767,40784,10814,85235,39977,11261,85016,40406,11182,84423,41891,10124,85578,39547,11150
2400,61794,37188,-98986,96352,-25694,-66893,0,0,0,85061,42501,8997,85184,42475,8872,85087,42125,9924,84971,42329,9416,85433,41518,9858,85218,41949,9782,84636,43437,8746,85772,41086,9741
2450,60301,38931,-99236,95856,-23819,-68258,0,0,0,85273,43999,7611,85395,43973,7498,85298,43624,8539,85181,43830,8029,85637,43016,8466,85426,43448,8392,84854,44939,7379,85972,42581,8342
2500,58787,40661,-99451,95329,-21937,-69600,0,0,0,85491,45455,6235,85610,45429,6135,85514,45080,7164,85397,45288,6652,85847,44471,7083,85640,44904,7012,85078,46398,6024,86177,44034,6953
2550,57252,42375,-99630,94770,-20048,-70919,0,0,0,85714,46869,4870,85831,46843,4782,85736,46494,5798,85618,46705,5284,86062,45884,5710,85858,46318,5641,85307,47815,4678,86388,45445,5574
2600,55696,44075,-99774,94180,-18154,-72214,0,0,0,85941,48242,3513,86056,48216,3438,85963,47867,4442,85843,48080,3926,86282,47257,4346,86082,47692,4280,85540,49191,3341,86603,46816,4203
2650,54121,45759,-99883,93558,-16255,-73486,0,0,0,86173,49575,2166,86286,49549,2104,86194,49201,3094,86074,49415,2577,86507,48590,2990,86310,49025,2927,85777,50526,2014,86824,48147,2842
2700,52527,47427,-99956,92906,-14351,-74732,0,0,0,86408,50868,828,86520,50842,778,86430,50495,1754,86308,50711,1237,86736,49884,1644,86543,50320,1583,86018,51822,695,87048,49440,1489
2750,50913,49078,-99994,92222,-12444,-75953,0,0,0,86648,52124,-502,86757,52098,-540,86669,51750,423,86547,51969,-95,86969,51140,305,86779,51576,247,86263,53079,-615,87277,50694,144
2800,49282,50711,-99996,91508,-10533,-77149,0,0,0,86891,53342,-1823,86998,53316,-1849,86912,52969,-902,86789,53190,-1419,87205,52358,-1026,87019,52795,-1082,86511,54299,-1917,87509,51912,-1193
2850,47633,52327,-99963,90763,-8620,-78319,0,0,0,87137,54523,-3137,87242,54498,-3150,87158,54151,-2218,87034,54373,-2735,87446,53541,-2350,87263,53977,-2402,86763,55482,-3211,87744,53093,-2522
2900,45968,53924,-99894,89987,-6704,-79462,0,0,0,87386,55669,-4443,87489,55644,-4444,87408,55297,-3527,87283,55521,-4044,87689,54687,-3665,87509,55124,-3716,87017,56629,-4497,87983,54239,-3843
2950,44285,55501,-99790,89181,-4788,-80579,0,0,0,87637,56780,-5742,87738,56755,-5731,87660,56408,-4829,87534,56634,-5345,87935,55799,-4974,87758,56236,-5022,87273,57741,-5777,88224,55351,-5157
3000,42588,57059,-99650,88345,-2870,-81668,0,0,0,87891,57856,-7033,87990,57832,-7010,87914,57485,-6125,87788,57713,-6639,88183,56877,-6276,88010,57314,-6321,87532,58818,-7049,88468,56428,-6465
3050,40875,58597,-99475,87479,-953,-82729,0,0,0,88146,58900,-8317,88244,58876,-8283,88170,58528,-7414,88043,58758,-7926,88434,57922,-7571,88263,58358,-7613,87793,59862,-8315,88714,57473,-7765
3100,39147,60114,-99264,86583,964,-83761,0,0,0,88404,59910,-9595,88499,59888,-9549,88428,59540,-8696,88301,59771,-9207,88686,58934,-8859,88519,59370,-8899,88055,60873,-9574,88962,58485,-9058
3150,37406,61610,-99018,85658,2880,-84766,0,0,0,88662,60890,-10865,88756,60867,-10809,88688,60519,-9972,88560,60752,-10481,88940,59915,-10140,88776,60351,-10178,88319,61853,-10826,89211,59466,-10345
3200,35651,63083,-98737,84703,4794,-85741,0,0,0,88922,61838,-12130,89014,61816,-12062,88949,61468,-11241,88821,61702,-11748,89196,60865,-11416,89034,61300,-11450,88583,62801,-12073,89462,60416,-11625
3250,33884,64534,-98421,83720,6706,-86687,0,0,0,89183,62756,-13388,89273,62735,-13309,89211,62386,-12505,89082,62622,-13009,89452,61785,-12685,89293,62220,-12717,88849,63719,-13312,89714,61336,-12898
3300,32105,65963,-98070,82707,8614,-87602,0,0,0,89445,63644,-14639,89533,63624,-14551,89474,63275,-13762,89344,63513,-14263,89710,62676,-13947,89553,63110,-13977,89115,64607,-14547,89966,62228,-14165
3350,30314,67368,-97684,81666,10519,-88488,0,0,0,89707,64504,-15884,89793,64485,-15785,89737,64135,-15014,89607,64374,-15511,89967,63538,-15204,89814,63971,-15231,89382,65467,-15775,90220,63090,-15426
3400,28512,68749,-97264,80597,12420,-89344,0,0,0,89969,65336,-17123,90053,65317,-17015,90000,64967,-16260,89870,65208,-16754,90225,64372,-16454,90075,64804,-16479,89649,66298,-16997,90473,63925,-16681
3450,26701,70105,-96809,79500,14315,-90168,0,0,0,90231,66141,-18356,90313,66123,-18238,90263,65772,-17500,90133,66014,-17989,90483,65179,-17698,90335,65610,-17721,89915,67102,-18214,90726,64733,-17929
3500,24880,71437,-96319,78376,16205,-90961,0,0,0,90492,66919,-19583,90573,66901,-19455,90526,66550,-18734,90396,66793,-19219,90741,65959,-18937,90595,66390,-18956,90182,67879,-19425,90979,65514,-19171
3550,23050,72743,-95795,77224,18088,-91723,0,0,0,90753,67671,-20803,90832,67654,-20667,90788,67302,-19962,90658,67547,-20443,90998,66714,-20169,90855,67143,-20186,90447,68630,-20630,91232,66270,-20407
3600,21211,74023,-95238,76046,19965,-92453,0,0,0,91013,68398,-22018,91091,68382,-21873,91050,68029,-21184,90920,68275,-21661,91255,67443,-21395,91114,67872,-21410,90712,69356,-21829,91483,67000,-21636
3650,19366,75277,-94646,74841,21834,-93151,0,0,0,91272,69100,-23227,91348,69085,-23073,91310,68731,-22400,91180,68979,-22873,91510,68148,-22615,91372,68576,-22628,90976,70057,-23023,91734,67707,-22860
3700,17513,76505,-94021,73610,23694,-93816,0,0,0,91530,69779,-24429,91604,69765,-24268,91569,69410,-23611,91440,69658,-24078,91765,68830,-23829,91629,69255,-23839,91238,70734,-24212,91984,68389,-24077
3750,15654,77705,-93362,72353,25546,-94448,0,0,0,91787,70434,-25626,91859,70421,-25456,91827,70065,-24816,91698,70315,-25278,92018,69487,-25037,91885,69912,-25045,91499,71388,-25394,92232,69049,-25288
3800,13790,78878,-92670,71070,27388,-95048,0,0,0,92041,71066,-26816,92112,71054,-26639,92083,70697,-26015,91954,70948,-26471,92269,70123,-26239,92139,70546,-26245,91759,72018,-26572,92479,69685,-26492
3850,11921,80022,-91945,69763,29220,-95614,0,0,0,92294,71677,-28000,92363,71666,-27817,92337,71308,-27208,92208,71560,-27659,92519,70736,-27434,92390,71158,-27439,92016,72627,-27743,92724,70300,-27690
3900,10047,81138,-91188,68431,31041,-96147,0,0,0,92545,72266,-29178,92613,72256,-28988,92589,71897,-28395,92461,72150,-28840,92766,71328,-28624,92640,71749,-28626,92272,73214,-28909,92967,70894,-28882
3950,8170,82225,-90398,67075,32850,-96646,0,0,0,92794,72834,-30350,92860,72825,-30153,92839,72465,-29576,92711,72719,-30015,93012,71899,-29807,92888,72319,-29807,92525,73781,-30069,93207,71467,-30067
4000,6290,83283,-89576,65695,34648,-97112,0,0,0,93040,73382,-31516,93105,73374,-31313,93086,73013,-30751,92959,73268,-31184,93254,72450,-30984,93133,72868,-30982,92776,74327,-31223,93446,72020,-31246
4050,4408,84312,-88722,64292,36432,-97543,0,0,0,93284,73911,-32675,93347,73904,-32467,93331,73542,-31919,93205,73797,-32346,93495,72982,-32154,93376,73398,-32150,93024,74853,-32372,93681,72554,-32419
4100,2524,85310,-87837,62867,38204,-97940,0,0,0,93525,74420,-33828,93586,74414,-33614,93573,74051,-33082,93448,74307,-33502,93732,73494,-33318,93616,73909,-33312,93270,75360,-33515,93914,73069,-33584
4150,640,86279,-86921,61419,39961,-98302,0,0,0,93762,74911,-34974,93822,74906,-34756,93812,74542,-34238,93687,74798,-34651,93967,73988,-34475,93853,74402,-34468,93513,75848,-34651,94145,73565,-34743
4200,-1245,87216,-85973,59949,41703,-98630,0,0,0,93997,75384,-36114,94056,75380,-35891,94048,75015,-35387,93924,75272,-35794,94199,74464,-35626,94087,74876,-35617,93752,76319,-35782,94372,74043,-35895
4250,-3130,88123,-84995,58457,43431,-98923,0,0,0,94229,75839,-37247,94286,75836,-37020,94280,75470,-36530,94158,75728,-36930,94427,74923,-36769,94317,75333,-36759,93988,76772,-36906,94595,74504,-37040
4300,-5013,88998,-83987,56945,45142,-99181,0,0,0,94457,76278,-38373,94513,76276,-38142,94509,75908,-37666,94388,76167,-38059,94652,75364,-37907,94545,75773,-37894,94221,77208,-38024,94816,74948,-38178
4350,-6895,89842,-82949,55413,46837,-99404,0,0,0,94682,76700,-39493,94736,76699,-39258,94734,76330,-38796,94615,76589,-39182,94873,75790,-39037,94768,76197,-39022,94451,77627,-39135,95033,75376,-39309
4400,-8774,90653,-81882,53860,48514,-99591,0,0,0,94903,77106,-40605,94956,77107,-40367,94956,76737,-39918,94838,76996,-40297,95091,76199,-40159,94988,76605,-40144,94677,78030,-40241,95246,75788,-40432
4450,-10650,91433,-80785,52289,50174,-99744,0,0,0,95120,77497,-41711,95172,77499,-41470,95174,77127,-41034,95057,77387,-41405,95305,76594,-41275,95205,76997,-41258,94899,78418,-41339,95456,76185,-41548
4500,-12522,92180,-79660,50698,51816,-99861,0,0,0,95333,77873,-42809,95384,77876,-42565,95388,77503,-42142,95272,77763,-42507,95515,76973,-42383,95417,77375,-42365,95117,78791,-42431,95662,76567,-42657
4550,-14390,92894,-78506,49090,53439,-99943,0,0,0,95543,78235,-43900,95592,78238,-43654,95598,77865,-43244,95484,78125,-43600,95721,77338,-43484,95625,77738,-43464,95331,79150,-43516,95863,76934,-43758
4600,-16252,93575,-77325,47463,55042,-99989,0,0,0,95748,78582,-44983,95796,78587,-44735,95803,78212,-44337,95691,78473,-44687,95923,77689,-44577,95829,78087,-44556,95541,79494,-44594,96061,77288,-44851
4650,-18109,94223,-76116,45820,56625,-99999,0,0,0,95949,78916,-46059,95995,78922,-45810,96005,78546,-45424,95894,78807,-45765,96121,78026,-45663,96029,78423,-45641,95747,79825,-45665,96254,77628,-45937
4700,-19960,94838,-74880,44160,58187,-99975,0,0,0,96146,79237,-47128,96191,79245,-46877,96202,78867,-46503,96093,79128,-46837,96314,78350,-46741,96225,78745,-46717,95948,80143,-46729,96443,77955,-47014
4750,-21803,95419,-73618,42484,59728,-99914,0,0,0,96338,79546,-48188,96382,79554,-47936,96394,79175,-47573,96287,79436,-47900,96503,78662,-47811,96416,79055,-47786,96145,80448,-47786,96628,78270,-48084
4800,-23639,95966,-72329,40793,61248,-99818,0,0,0,96526,79842,-49240,96569,79851,-48988,96582,79471,-48637,96477,79732,-48955,96687,78962,-48873,96602,79353,-48847,96338,80741,-48835,96808,78573,-49145
4850,-25466,96478,-71015,39086,62745,-99687,0,0,0,96709,80126,-50285,96750,80137,-50032,96765,79756,-49692,96662,80017,-50003,96867,79250,-49926,96784,79639,-49899,96526,81022,-49876,96984,78863,-50198
4900,-27284,96957,-69675,37366,64219,-99519,0,0,0,96888,80399,-51321,96928,80411,-51069,96944,80029,-50739,96842,80289,-51042,97042,79526,-50972,96961,79913,-50944,96709,81292,-50910,97155,79143,-51242
4950,-29093,97401,-68311,35632,65670,-99317,0,0,0,97061,80662,-52349,97100,80674,-52097,97117,80291,-51777,97018,80551,-52072,97212,79792,-52009,97134,80177,-51980,96888,81550,-51936,97321,79411,-52278
5000,-30891,97811,-66922,33885,67097,-99079,0,0,0,97230,80913,-53369,97268,80927,-53117,97286,80542,-52807,97189,80803,-53095,97378,80047,-53037,97302,80430,-53007,97062,81798,-52954,97482,79670,-53305
5050,-32678,98185,-65509,32126,68499,-98805,0,0,0,97395,81154,-54380,97431,81169,-54128,97450,80784,-53829,97355,81044,-54109,97538,80292,-54057,97464,80673,-54026,97231,82036,-53964,97639,79917,-54323
5100,-34453,98525,-64074,30355,69877,-98497,0,0,0,97554,81386,-55382,97590,81402,-55132,97609,81015,-54842,97516,81275,-55114,97694,80527,-55068,97622,80906,-55036,97395,82264,-54965,97791,80156,-55333
5150,-36217,98830,-62615,28573,71228,-98153,0,0,0,97708,81608,-56376,97743,81625,-56127,97763,81237,-55846,97673,81496,-56110,97844,80752,-56070,97775,81130,-56037,97555,82482,-55958,97937,80384,-56333
5200,-37967,99100,-61135,26780,72554,-97774,0,0,0,97858,81821,-57360,97891,81839,-57113,97912,81450,-56841,97824,81709,-57098,97990,80969,-57062,97923,81344,-57029,97709,82691,-56943,98079,80604,-57324
5250,-39704,99334,-59632,24978,73854,-97360,0,0,0,98002,82025,-58336,98034,82045,-58090,98055,81655,-57827,97970,81913,-58076,98131,81177,-58046,98066,81550,-58012,97858,82892,-57918,98216,80815,-58306
5300,-41427,99534,-58108,23166,75127,-96911,0,0,0,98142,82221,-59302,98173,82242,-59058,98194,81851,-58804,98111,82108,-59045,98266,81376,-59020,98203,81748,-58985,98003,83084,-58886,98348,81018,-59278
5350,-43135,99697,-56564,21346,76372,-96428,0,0,0,98276,82409,-60259,98306,82431,-60017,98327,82038,-59771,98247,82295,-60005,98396,81567,-59985,98336,81937,-59950,98142,83268,-59843,98474,81212,-60241
5400,-44828,99826,-55000,19517,77589,-95910,0,0,0,98405,82589,-61207,98434,82612,-60967,98455,82219,-60729,98378,82475,-60955,98522,81751,-60940,98463,82119,-60904,98276,83444,-60792,98596,81399,-61194
5450,-46505,99919,-53416,17682,78778,-95358,0,0,0,98529,82761,-62145,98557,82785,-61908,98578,82391,-61677,98503,82647,-61896,98642,81927,-61885,98586,82293,-61849,98405,83612,-61732,98712,81578,-62137
5500,-48165,99976,-51813,15840,79939,-94772,0,0,0,98648,82927,-63073,98674,82952,-62839,98696,82557,-62616,98624,82812,-62827,98756,82096,-62821,98703,82460,-62784,98529,83774,-62663,98823,81751,-63070
5550,-49808,99998,-50192,13992,81070,-94151,0,0,0,98762,83085,-63991,98787,83112,-63760,98809,82716,-63544,98739,82970,-63748,98866,82259,-63746,98815,82620,-63710,98647,83928,-63583,98930,81916,-63993
5600,-51434,99985,-48553,12138,82172,-93497,0,0,0,98870,83237,-64900,98895,83265,-64672,98916,82868,-64463,98849,83121,-64660,98970,82415,-64662,98921,82774,-64625,98761,84077,-64494,99031,82075,-64906
5650,-53041,99936,-46896,10280,83243,-92810,0,0,0,98974,83383,-65798,98997,83412,-65574,99018,83014,-65371,98954,83267,-65561,99070,82564,-65567,99023,82922,-65529,98869,84218,-65396,99126,82228,-65808
5700,-54629,99851,-45223,8418,84285,-92089,0,0,0,99072,83523,-66686,99094,83553,-66466,99115,83154,-66270,99054,83406,-66452,99164,82708,-66462,99119,83063,-66424,98973,84354,-66288,99217,82375,-66700
5750,-56198,99731,-43534,6553,85296,-91335,0,0,0,99165,83657,-67564,99186,83688,-67347,99207,83289,-67158,99148,83539,-67333,99253,82846,-67347,99210,83199,-67309,99071,84484,-67169,99303,82516,-67582
5800,-57748,99575,-41830,4685,86275,-90549,0,0,0,99253,83786,-68432,99273,83818,-68219,99293,83418,-68035,99238,83668,-68203,99336,82978,-68221,99296,83330,-68182,99164,84609,-68041,99383,82652,-68453
5850,-59276,99385,-40110,2815,87224,-89730,0,0,0,99336,83910,-69289,99355,83943,-69079,99375,83542,-68902,99322,83790,-69063,99415,83106,-69084,99377,83455,-69046,99252,84728,-68902,99458,82783,-69313
5900,-60783,99158,-38376,944,88140,-88879,0,0,0,99414,84028,-70135,99432,84062,-69930,99451,83661,-69758,99401,83908,-69913,99488,83228,-69937,99453,83575,-69898,99334,84843,-69753,99529,82908,-70163
5950,-62269,98897,-36629,-927,89024,-87996,0,0,0,99487,84142,-70971,99504,84177,-70770,99522,83776,-70603,99475,84022,-70751,99557,83346,-70779,99524,83691,-70740,99412,84952,-70593,99594,83029,-71001
6000,-63733,98600,-34869,-2799,89877,-87082,0,0,0,99555,84252,-71796,99570,84288,-71599,99587,83886,-71437,99544,84130,-71579,99620,83459,-71609,99589,83802,-71570,99485,85058,-71423,99654,83146,-71829
